country,iso3c,region,date,confirmed,deaths,recovered,negative_cases,pcr_positivo,prueba_rapida_positivo,pcr_prapida_positivo,
Peru,PER,Cajamarca,06/05/2020,301,3,,,83,218,,
Peru,PER,Callao,06/05/2020,4404,82,,,1237,3167,,
Peru,PER,Cusco,06/05/2020,258,3,,,83,175,,
Peru,PER,Huancavelica,06/05/2020,181,1,,,30,151,,
Peru,PER,Huanuco,06/05/2020,259,7,,,15,244,,
Peru,PER,Ica,06/05/2020,708,41,,,265,443,,
Peru,PER,Junin,06/05/2020,632,14,,,188,444,,
Peru,PER,La Libertad,06/05/2020,1119,46,,,269,850,,
Peru,PER,Lambayeque,06/05/2020,3127,299,,,897,2230,,
Peru,PER,Lima,06/05/2020,35299,613,,,12935,22364,,
Peru,PER,Loreto,06/05/2020,1559,67,,,1211,348,,
Peru,PER,Madre de Dios,06/05/2020,129,1,,,19,110,,
Peru,PER,Moquegua,06/05/2020,149,,,,7,142,,
Peru,PER,Pasco,06/05/2020,151,1,,,27,124,,
Peru,PER,Piura,06/05/2020,1914,184,,,271,1643,,
Peru,PER,Puno,06/05/2020,149,1,,,13,136,,
Peru,PER,San Martin,06/05/2020,317,1,,,115,202,,
Peru,PER,Tacna,06/05/2020,160,2,,,19,141,,
Peru,PER,Tumbes,06/05/2020,443,19,,,75,368,,
Peru,PER,Ucayali,06/05/2020,1076,38,,,127,949,,
Peru,PER,,06/05/2020,54817,1533,17527,374641,18504,36313,,
